valid	volumeS1	connectedComponentsS1	connectedComponentsS1Rel	volumeS2	connectedComponentsS2	connectedComponentsS2Rel	corticalSize	distanceMin	direction_x	direction_y	direction_z	distanceToExtremity1	distanceToExtremity2	gravityCenter_x	gravityCenter_y	gravityCenter_z	corticalDotProduct	junctions	junctionDepthMin	junctionsSize	plisDePassage	plisDePassageDepthMax	Potential	Class	cycle
1.0	3001.01611328	1.0	1.0	355.528869629	1.0	1.0	27.6855608225	2.90473750966	-0.11145632714	0.288841247559	-0.950867056847	0.0	0.0	64.2535018921	63.0176010132	-25.537651062	0.789862513542	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	1
1.0	6112.44628906	16.0	1.0	333.446685791	4.0	2.0	19.7754001617	0.0	0.0334207266569	0.984703958035	-0.171000942588	26.8907203296	21.0027950788	56.0915527344	71.804901123	-31.4521999359	0.875481545925	5.0	7.15999984741	154.248001099	2.0	13.3800001144	0.999006505981	1.0	1
1.0	9128.921875	10.0	1.0	655.850952148	3.0	1.0	81.7383619547	2.8681928239	-0.232502743602	0.188896372914	-0.954075813293	39.2928396288	0.0	64.8321533203	63.5418014526	-25.6378498077	0.23795440793	0.0	0.0	0.0	0.0	0.0	0.999929769111	1.0	1
1.0	9084.75683594	12.0	3.0	587.395202637	5.0	3.0	147.656221747	0.0	0.0334207266569	0.984703958035	-0.171000942588	26.8907203296	21.0027950788	56.0915527344	71.804901123	-31.4521999359	0.875481545925	6.0	6.13999986649	212.255699158	3.0	12.4799995422	0.999667272786	1.0	1
1.0	4365.71386719	2.0	2.0	240.699890137	1.0	1.0	81.7382627726	0.0	0.0334213376045	0.984706401825	-0.170986369252	25.6496368323	11.4214755509	64.2824554443	51.5199508667	-37.1271972656	0.548664450645	2.0	10.720000267	85.6932983398	1.0	12.4799995422	0.773233476165	1.0	1
1.0	6556.30273438	5.0	3.0	669.101318359	4.0	4.0	184.570361018	0.0	-0.999348282814	0.0346076376736	0.010257769376	1.12122936957	32.4203105797	57.8776512146	73.1848983765	-26.2884502411	0.513867497444	2.0	10.720000267	105.468696594	2.0	17.6399993896	0.99983671595	1.0	1
1.0	6220.64892578	5.0	2.0	390.861602783	2.0	2.0	213.57432127	0.0	-0.0334213376045	-0.984706401825	0.170986369252	27.4993030807	15.0847226903	64.2824554443	51.5199508667	-37.1271972656	0.989487111568	2.0	9.84000015259	80.4198989868	2.0	12.4799995422	0.999578179033	1.0	1
1.0	1850.71191406	1.0	1.0	87.1117019653	1.0	1.0	23.2031002045	2.37523258476	-0.104813635349	0.388770580292	-0.915353238583	10.8740598776	0.0	74.6213989258	42.9229507446	-20.9589004517	0.203908622265	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	1
1.0	4529.80761719	17.0	1.0	110.122406006	3.0	1.0	25.3125	1.78837638925	-0.854250311852	0.262611329556	-0.448655337095	41.4107308896	10.9815446183	48.0083503723	61.2358016968	-58.1027984619	0.896188735962	0.0	0.0	0.0	0.0	0.0	0.999281586703	1.0	1
1.0	4413.11132812	10.0	4.0	581.840087891	3.0	2.0	103.359399796	0.0	0.0461935885251	0.993750751019	-0.101615026593	54.9312114219	0.0	73.2066955566	31.2987003326	-14.0436000824	0.166089117527	2.0	11.8400001526	108.632801056	2.0	23.8999996185	0.966105221435	1.0	1
1.0	7631.3125	15.0	5.0	2960.15307617	7.0	5.0	280.546864033	0.0	0.0461943224072	0.993749678135	-0.101624883711	3.48469808817	22.2399008473	57.5869979858	78.0426483154	-24.0401992798	0.685591101646	9.0	4.13999986649	339.609416604	7.0	23.8999996185	0.999999442294	1.0	1
1.0	5325.31884766	4.0	4.0	1398.71765137	4.0	4.0	214.101502061	0.0	-0.0461905822158	-0.993749916553	0.101624906063	43.5694516736	1.82329717389	73.137802124	28.1425495148	-15.1593999863	0.253746956587	5.0	4.13999986649	254.179793	2.0	6.5	0.999788576383	1.0	1
1.0	2442.41503906	4.0	2.0	386.25	1.0	1.0	44.2968997955	0.0	0.0461935885251	0.993750751019	-0.101615026593	26.814764892	0.0	73.2066955566	31.2987003326	-14.0436000824	0.166089117527	1.0	23.8999996185	75.9375	1.0	23.8999996185	0.78765923375	1.0	1
1.0	6250.67480469	4.0	2.0	87.1117019653	1.0	1.0	107.578102112	1.3372508949	0.479727476835	-0.441618770361	0.758178412914	31.2881349348	0.0	72.2385025024	46.8025512695	-36.6302986145	0.622930645943	0.0	0.0	0.0	0.0	0.0	0.99870355129	1.0	1
1.0	4871.6796875	5.0	3.0	460.21270752	2.0	2.0	170.859402299	0.0	-0.0461905822158	-0.993749916553	0.101624906063	54.9628136895	1.82329717389	73.137802124	28.1425495148	-15.1593999863	0.253746956587	3.0	4.13999986649	172.96879065	1.0	4.13999986649	0.992477964289	1.0	1
1.0	5994.44873047	14.0	2.0	118.116996765	1.0	1.0	37.7050499916	0.0	0.031412627548	-0.976041018963	0.215307235718	11.9749513502	1.59342683994	65.4302520752	60.7409515381	-39.8517990112	0.87679463625	1.0	9.30000019073	21.2695007324	0.0	9.30000019073	0.993546856428	1.0	1
1.0	5688.73291016	10.0	2.0	192.809005737	1.0	1.0	80.2441005707	0.0	0.0315013974905	-0.97603815794	0.215307354927	30.8895965544	0.0	72.462600708	46.4730491638	-21.1147003174	0.298386514187	1.0	0.939999997616	2.90038990974	1.0	0.939999997616	0.999364175408	1.0	1
1.0	4948.76220703	5.0	2.0	192.809005737	1.0	1.0	65.7421693802	0.0	0.0315013974905	-0.97603815794	0.215307354927	22.6628681067	0.0	72.462600708	46.4730491638	-21.1147003174	0.298386514187	1.0	0.939999997616	2.90038990974	1.0	0.939999997616	0.98229155368	1.0	1
1.0	2014.94104004	6.0	1.0	192.809005737	1.0	1.0	9.66796970367	3.04168870125	0.242404311895	-0.955908119678	-0.165770679712	0.0	9.10588642931	67.9532470703	53.8725013733	-40.3866500854	0.71630525589	0.0	0.0	0.0	0.0	0.0	0.586244032998	1.0	1
1.0	5110.3046875	5.0	2.0	192.809005737	1.0	1.0	65.7421693802	0.0	0.0315013974905	-0.97603815794	0.215307354927	22.6628681067	0.0	72.462600708	46.4730491638	-21.1147003174	0.298386514187	1.0	0.939999997616	2.90038990974	1.0	0.939999997616	0.998246269856	1.0	1
1.0	2291.5793457	1.0	1.0	17.3022003174	1.0	1.0	13.1591997147	3.49892845099	-0.500779926777	0.638149261475	-0.584794938564	0.0	0.0	70.3760986328	55.5865478516	-33.0855026245	0.784244537354	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	1
1.0	5946.18359375	15.0	7.0	2212.75805664	7.0	6.0	344.770637631	0.0	-0.0429124124348	-0.985951185226	0.16142757237	54.7420888263	5.81607110036	71.3415985107	26.8327503204	-17.2796497345	0.60917198658	12.0	8.80000019073	419.777828217	5.0	13.6999998093	0.999999988961	1.0	1
1.0	2504.97143555	12.0	1.0	1405.3223877	4.0	2.0	65.7958974838	2.2676331138	-0.443566292524	-0.693323433399	-0.567936182022	2.70556001743	26.1542046225	63.3596496582	59.5346984863	-45.5813980103	0.774671077728	0.0	0.0	0.0	0.0	0.0	0.999829414605	1.0	1
1.0	4938.81152344	9.0	3.0	632.491210938	4.0	4.0	101.32567215	0.0	0.0429189763963	0.9859547019	-0.161403819919	61.3091411701	1.28318779644	77.4272994995	32.3750495911	-2.46311497688	0.833359777927	1.0	13.1000003815	42.1094017029	1.0	9.81999969482	0.999986182852	1.0	1
