valid	volumeS1	connectedComponentsS1	connectedComponentsS1Rel	volumeS2	connectedComponentsS2	connectedComponentsS2Rel	corticalSize	distanceMin	direction_x	direction_y	direction_z	distanceToExtremity1	distanceToExtremity2	gravityCenter_x	gravityCenter_y	gravityCenter_z	corticalDotProduct	junctions	junctionDepthMin	junctionsSize	plisDePassage	plisDePassageDepthMax	Potential	Class	cycle
1.0	1978.59460449	4.0	4.0	382.028381348	4.0	4.0	228.076240778	2.71958822724	0.529553413391	0.657985568047	-0.535376727581	48.497326964	31.2633682344	6.95936012268	-39.3148498535	-58.4895019531	0.0553352981806	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	1
1.0	2806.68945312	11.0	2.0	1046.71276855	5.0	2.0	75.1464996338	0.0	-0.999344289303	0.0346955657005	0.010350487195	65.7109444663	46.0818867149	18.1805992126	-21.0079498291	-67.2736968994	0.461492955685	1.0	6.76000022888	17.1387004852	0.0	6.76000022888	0.999983088647	1.0	1
1.0	4332.59326172	15.0	6.0	702.225280762	7.0	6.0	535.25391674	0.0	0.999348282814	-0.0346078239381	-0.010258580558	28.9634590132	9.78526423655	1.67232513428	14.7220993042	-51.4625473022	0.37266689539	2.0	8.65999984741	51.4160003662	1.0	8.65999984741	0.999847131496	1.0	1
1.0	4933.23828125	13.0	5.0	1709.18933105	7.0	6.0	328.271541834	1.73205080757	-0.0162564925849	-0.167167142034	-0.985794603825	18.1968018122	13.9462540167	0.426688998938	27.0382995605	-51.7638015747	0.699968576431	0.0	0.0	0.0	0.0	0.0	0.999992230877	1.0	1
1.0	2206.04418945	9.0	2.0	465.942108154	3.0	2.0	71.191400528	2.71958822724	0.529553413391	0.657985568047	-0.535376727581	41.3509329786	44.4352886009	6.95936012268	-39.3148498535	-58.4895019531	0.0553352981806	0.0	0.0	0.0	0.0	0.0	0.884801531711	1.0	1
1.0	3356.54443359	15.0	6.0	1309.49462891	6.0	5.0	283.447319984	0.0	-0.999347448349	0.0346072427928	0.0103471260518	41.0359265233	21.6750677792	13.7068996429	-59.2247009277	-42.4785995483	0.96316587925	3.0	6.76000022888	55.3711013794	0.0	11.279999733	0.999982636788	1.0	1
1.0	1665.02282715	5.0	4.0	355.529418945	5.0	5.0	428.466697693	0.0	-0.999348282814	0.0346090011299	0.0102552752942	32.1814580191	27.3463670623	17.0601997375	-20.9691009521	-67.2621459961	0.648370921612	1.0	6.76000022888	17.1387004852	0.0	6.76000022888	0.845243634547	1.0	1
1.0	3648.03320312	11.0	7.0	1419.90820312	6.0	6.0	371.777441263	0.0	0.999348282814	-0.0346078239381	-0.010258580558	28.9634590132	19.1275162382	1.67232513428	14.7220993042	-51.4625473022	0.37266689539	2.0	8.65999984741	50.0976009369	1.0	8.65999984741	0.994201102154	1.0	1
1.0	2793.43945312	10.0	4.0	1079.8359375	6.0	5.0	234.668079257	2.14397296691	-0.0226901937276	-0.362942785025	-0.931535065174	32.5618233345	18.1323850122	-0.151977449656	10.8258647919	-51.6635513306	0.00786477327347	0.0	0.0	0.0	0.0	0.0	0.99986776653	1.0	1
1.0	2906.06079102	14.0	5.0	1229.99755859	5.0	4.0	174.023498535	0.0	0.999348282814	-0.0346078239381	-0.010258580558	28.9634590132	19.1275162382	1.67232513428	14.7220993042	-51.4625473022	0.37266689539	2.0	8.65999984741	51.4160003662	1.0	8.65999984741	0.999692575217	1.0	1
1.0	2386.53320312	14.0	7.0	1867.14904785	9.0	5.0	215.156200409	0.0	-0.998022973537	0.0332723967731	-0.0533217974007	46.9114831982	16.0095358089	27.4442501068	-58.5575485229	-40.1087493896	0.348052054644	5.0	6.86000013351	85.4296919107	2.0	9.22000026703	0.9999857897	1.0	1
1.0	777.431152344	5.0	1.0	560.473571777	5.0	1.0	11.6015897989	0.0	-0.0461889095604	-0.993750870228	0.10161691159	28.0279717373	34.3142378459	5.64249992371	-46.5965995789	-35.2356987	0.0773958563805	1.0	8.27999973297	24.2577991486	0.0	8.27999973297	0.978777168128	1.0	1
1.0	2268.19311523	18.0	7.0	908.920410156	9.0	7.0	320.624991059	0.0	-0.0462032407522	-0.993749082088	0.10162679106	40.0840060256	26.8842859593	3.70296502113	12.7870502472	-58.8540992737	0.604930996895	5.0	6.01999998093	92.8125009537	3.0	10.1599998474	0.999436285017	1.0	1
1.0	1686.35205078	6.0	3.0	233.393493652	5.0	5.0	156.093764305	0.0	0.99802583456	-0.0331828743219	0.0533234216273	21.9103898995	37.9574330485	4.81216526031	-12.2318992615	-46.0841522217	0.425530493259	1.0	6.86000013351	11.6015996933	0.0	6.86000013351	0.975948198998	1.0	1
