valid	volumeS1	connectedComponentsS1	connectedComponentsS1Rel	volumeS2	connectedComponentsS2	connectedComponentsS2Rel	corticalSize	distanceMin	direction_x	direction_y	direction_z	distanceToExtremity1	distanceToExtremity2	gravityCenter_x	gravityCenter_y	gravityCenter_z	corticalDotProduct	junctions	junctionDepthMin	junctionsSize	plisDePassage	plisDePassageDepthMax	Potential	Class	cycle
1.0	733.141235352	1.0	1.0	534.397521973	1.0	1.0	14.5019798279	0.0	0.735088646412	0.665916979313	-0.127276360989	1.10409352522	0.0	-55.0681495667	-20.1070995331	6.189909935	0.150316119194	2.0	3.20000004768	38.2324192524	0.0	5.19999980927	-1.0	0.0	1
1.0	1863.76647949	10.0	4.0	2875.14624023	3.0	1.0	39.5508003235	3.0991433652	-0.792061686516	-0.076970204711	-0.605569124222	35.4255053692	5.27150264707	-51.5052490234	-31.3608512878	9.89061927795	0.2048189044	15.0	8.60000038147	267.627079844	1.0	11.4799995422	0.996039937885	1.0	1
1.0	1735.68811035	5.0	3.0	525.56451416	4.0	3.0	10.5468997955	1.32998872028	-0.545465767384	-0.12310218066	-0.829043447971	11.9387934918	0.0	-56.2215003967	-20.7609996796	5.41662502289	0.769599914551	7.0	3.20000004768	151.611384392	0.0	31.1000003815	0.098555927826	1.0	1
1.0	2959.06079102	8.0	1.0	2331.91625977	5.0	2.0	18.4570598602	0.0	-0.999344706535	0.0346956402063	0.0103109544143	33.1346020871	2.10115052904	-56.228099823	-20.121049881	2.59003996849	0.203799158335	25.0	2.70000004768	471.972584367	3.0	14.4799995422	0.999882561078	1.0	1
1.0	794.972351074	1.0	0.0	90.5383987427	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.19448867618	1.0	1
1.0	1071.00427246	1.0	1.0	624.935791016	2.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.70000004768	29.0039207935	0.0	5.19999980927	0.974859514726	1.0	1
1.0	209.784194946	2.0	1.0	472.56640625	1.0	1.0	7.9101600647	0.0	-0.999344706535	0.0346956402063	0.0103109544143	2.20828303394	2.10115052904	-56.228099823	-20.121049881	2.59003996849	0.203799158335	1.0	9.73999977112	44.8241996765	0.0	9.73999977112	0.0723830877454	1.0	1
1.0	1910.1394043	5.0	1.0	2002.8861084	2.0	1.0	23.7305002213	0.0	-0.999344706535	0.0346956402063	0.0103109544143	17.1037412243	2.10115052904	-56.228099823	-20.121049881	2.59003996849	0.0740183293819	16.0	2.70000004768	328.271580219	0.0	22.1200008392	0.966541664171	1.0	1
1.0	1649.56604004	4.0	1.0	1512.65344238	3.0	2.0	31.6406602859	0.0	-0.999344706535	0.0346956402063	0.0103109544143	17.1037412243	2.10115052904	-56.228099823	-20.121049881	2.59003996849	0.0740183293819	12.0	2.70000004768	241.259863019	1.0	11.4799995422	0.670026376306	1.0	1
1.0	2208.25439453	4.0	2.0	2157.46362305	2.0	1.0	81.7383198738	0.0	-0.0334177352488	-0.984702050686	0.171011954546	31.9423060076	13.44042653	-55.7021484375	-22.2621498108	6.57334518433	0.0583775192499	21.0	2.25999999046	524.706965208	1.0	6.40000009537	0.999443669082	1.0	1
