valid	extremitiesValid	extremity1x	extremity1y	extremity1z	extremity2x	extremity2y	extremity2z	gravityCenter_x	gravityCenter_y	gravityCenter_z	normalValid	normal_x	normal_y	normal_z	direction_x	direction_y	direction_z	surface	geodesicDepthMax	geodesicDepthMin	geodesicDepthMean	connectedComponentsAllRels	connectedComponents	pureCortical	distanceBetweenComponentsMax	plisDePassage	hullJunctionsLength	GM_thickness	fold_opening	Potential	Class	cycle
1.0	1.0	-33.4020996094	14.2020998001	30.7502002716	-29.4200992584	-7.34324979782	44.2447013855	-30.6021003723	2.42231988907	33.8830986023	1.0	0.855047225952	-0.162320047617	-0.492490082979	0.226999893785	-0.859070599079	0.458768755198	424.257995605	19.2000007629	0.0	9.10231018066	1.0	1.0	0.0	0.0	0.0	34.3600006104	4.09048987769	1.24908435345	-1.0	0.0	1
1.0	1.0	-59.9496994019	-2.67055988312	32.8233985901	-15.3402004242	-2.61084008217	15.9982995987	-27.9787387848	-0.0614966675639	22.6145706177	1.0	0.435306578875	0.122925378382	-0.891850650311	0.160501331091	-0.979521751404	0.121558390558	2004.01916504	16.7000007629	0.0	8.35543093474	1.0	3.0	2.0	15.9820995331	3.0	125.980003357	3.32110193675	1.25862562656	1.0	1.0	1
1.0	1.0	-59.9496994019	-2.67055988312	32.8233985901	-17.2415008545	-1.59588003159	15.9271001816	-31.8686408997	-2.22460031509	24.9369430542	1.0	0.637260317802	-0.19081774354	-0.746651113033	0.0179267507046	-0.759479761124	0.650283873081	1503.86657715	20.2399997711	0.0	10.8631527549	5.0	5.0	0.0	30.0	0.0	79.3199996948	3.93787955466	0.827413737774	1.0	1.0	1
1.0	1.0	-59.9496994019	-2.67055988312	32.8233985901	-15.3402004242	-2.61084008217	15.9982995987	-28.620880127	0.300319522619	23.1176662445	1.0	0.671814024448	0.150307253003	-0.725309371948	0.144676402211	-0.957694649696	0.248776450753	3183.78222656	37.0400009155	0.0	10.4962768555	2.0	6.0	6.0	15.9820995331	9.0	184.620010376	3.5941163782	1.04535722733	1.0	1.0	1
1.0	1.0	-43.365398407	8.9968996048	36.4202003479	-30.2043991089	-17.1728000641	39.7286987305	-39.2659111023	-7.62852811813	36.9488601685	1.0	0.711425662041	0.599840164185	0.366149276495	0.799791932106	-0.595624685287	0.074592769146	421.415222168	12.279999733	0.0	8.38514229911	1.0	2.0	1.0	12.8268995285	0.0	37.7200012207	4.26455158281	1.5701520443	1.0	1.0	1
1.0	1.0	-18.0368995667	14.680100441	19.5597991943	-29.4200992584	-7.34324979782	44.2447013855	-28.7302265167	2.77358174324	30.2946529388	1.0	0.788362801075	-0.0461429022253	-0.613477706909	0.192090287805	-0.918273806572	0.346229016781	789.581176758	19.2000007629	0.0	8.15952482678	1.0	4.0	3.0	13.6423997879	0.0	73.0199966431	3.89493781392	1.36919927597	1.0	1.0	1
1.0	1.0	-33.4020996094	14.2020998001	30.7502002716	-29.4200992584	-7.34324979782	44.2447013855	-32.4060287476	2.89431619644	34.6072845459	1.0	0.855881810188	-0.10746306926	-0.505883395672	0.294418901205	-0.809542953968	0.507895350456	512.292175293	19.2000007629	0.0	8.59555731879	1.0	2.0	1.0	9.76628017426	0.0	46.2999992371	3.82842598453	1.52879559994	1.0	1.0	1
1.0	1.0	-32.0710983276	9.00502967834	42.132598877	-20.3185005188	-10.0158004761	41.1067008972	-26.9716567993	-1.21361291409	39.435546875	1.0	0.597631335258	0.378079146147	-0.707031071186	0.612519443035	-0.785416126251	-0.0891148298979	599.68939209	18.3799991608	0.0	10.9843063354	1.0	1.0	0.0	0.0	1.0	38.5599975586	3.81103567681	1.6290166378	-1.0	0.0	1
1.0	1.0	-51.2901000977	7.6541800499	45.481098175	-18.3295001984	-2.2064499855	19.7198009491	-30.1215133667	4.11977434158	31.6745605469	1.0	0.890501856804	0.398518264294	-0.219521299005	-0.610056638718	-0.784416437149	-0.111900761724	380.711395264	13.3800001144	0.0	7.50363714045	3.0	3.0	0.0	30.0	0.0	34.5599975586	3.87960914674	3.56330561638	1.0	1.0	1
1.0	1.0	-38.6917991638	6.55564022064	43.7324981689	-31.0226993561	8.90647029877	42.1384010315	-35.9799003601	6.21253013611	40.0466995239	1.0	0.487930715084	-0.762653529644	0.424597740173	-0.737238168716	-0.195337042212	0.646779179573	148.382995605	11.3800001144	0.0	6.95110999213	1.0	1.0	0.0	0.0	0.0	11.8599996567	4.54819017155	1.08395171165	1.0	1.0	1
1.0	1.0	-57.2547988892	20.7591991425	33.4457015991	-16.8815994263	-28.3927993774	21.7889003754	-27.2509822845	-3.09995508194	20.2164173126	1.0	0.922048687935	0.252330511808	-0.293522566557	0.00428332248703	-0.996385574341	-0.0848375186324	5435.68994141	30.0400009155	0.0	14.1540823631	3.0	7.0	4.0	12.668299675	7.0	227.344787598	4.11615775957	1.07735216618	1.0	1.0	1
1.0	1.0	-32.0710983276	9.00502967834	42.132598877	-31.8274002075	-18.8015995026	38.6180992126	-30.7223110199	-2.51945567131	39.1505470276	1.0	0.827443122864	0.322398990393	-0.459779083729	0.476626873016	-0.879093110561	-0.00470759626478	977.428405762	18.3799991608	0.0	9.47731898381	1.0	2.0	1.0	11.8140001297	2.0	71.0799942017	4.11569725434	1.84516334534	1.0	1.0	1
1.0	1.0	-32.0710983276	9.00502967834	42.132598877	-23.8561000824	-24.0130996704	27.4482002258	-23.2692546844	-7.60484647751	28.1410980225	1.0	0.624571561813	0.0109866410494	-0.780890285969	0.0672416538	-0.99651324749	0.0493958108127	2164.8269043	20.5599994659	0.0	10.1723041241	1.0	2.0	1.0	1.82044994831	1.0	104.040000916	3.92735925596	1.42686510086	1.0	1.0	1
1.0	1.0	-38.6917991638	6.55564022064	43.7324981689	-23.8561000824	-24.0130996704	27.4482002258	-24.8249416351	-8.73213672638	27.1818771362	1.0	0.753976762295	-0.114816583693	-0.646789133549	-0.148987546563	-0.977344095707	0.150337070227	1994.28198242	20.5599994659	0.0	8.59029041637	1.0	3.0	2.0	12.668299675	1.0	104.239997864	4.09515192608	1.60044968128	1.0	1.0	1
1.0	1.0	-32.0710983276	9.00502967834	42.132598877	-14.9183998108	-9.75172042847	24.7700004578	-24.8199424744	-2.64681529999	36.4789733887	1.0	0.532990038395	0.435843735933	-0.725232243538	0.56988132	-0.732192575932	-0.373000442982	847.015380859	18.3799991608	0.0	10.056203933	1.0	2.0	1.0	1.82044994831	1.0	54.4599990845	3.80136760783	1.51911997795	1.0	1.0	1
