valid	extremitiesValid	extremity1x	extremity1y	extremity1z	extremity2x	extremity2y	extremity2z	gravityCenter_x	gravityCenter_y	gravityCenter_z	normalValid	normal_x	normal_y	normal_z	direction_x	direction_y	direction_z	surface	geodesicDepthMax	geodesicDepthMin	geodesicDepthMean	connectedComponentsAllRels	connectedComponents	pureCortical	distanceBetweenComponentsMax	plisDePassage	hullJunctionsLength	GM_thickness	fold_opening	Potential	Class	cycle
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-16.9608001709	-13.4188995361	17.6543998718	-13.244269371	-32.7207641602	11.111702919	1.0	-0.89533239603	-0.233542069793	0.379259824753	-0.118845388293	0.981903791428	0.147447302938	692.183959961	12.6800003052	0.0	9.05370302554	1.0	1.0	0.0	0.0	0.0	60.2599983215	3.84617792846	1.52167785168	-1.0	0.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-26.0172996521	-18.1623001099	20.2222995758	-12.766368866	-34.9218940735	9.85388183594	1.0	-0.827981889248	-0.0352200977504	0.559647679329	-0.0407363623381	0.963853538036	0.263300120831	454.435974121	11.1999998093	0.0	6.91599953391	3.0	3.0	0.0	30.0	0.0	57.9400024414	3.75378577607	2.41602778435	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-17.2415008545	-1.59588003159	15.9271001816	-21.1679000854	-20.7123737335	15.0494995117	1.0	-0.836746513844	-0.16791780293	0.521209001541	0.148620739579	0.962597131729	-0.22653606534	1500.52124023	20.2399997711	0.0	10.4823909019	2.0	5.0	4.0	9.48474025726	0.0	102.879997253	3.59707447695	1.26583945751	1.0	1.0	1
1.0	1.0	-1.15146994591	-47.4426994324	-1.96609997749	-19.9279994965	-5.82516002655	31.6439990997	-20.009393692	-18.5841121674	14.2408504486	1.0	-0.468557804823	-0.246748641133	0.848273932934	0.285091251135	0.949037849903	-0.13435074687	1382.63037109	20.2399997711	0.0	10.0950847688	3.0	5.0	2.0	12.1260995865	0.0	102.060005188	3.52957641341	1.19854235649	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-16.9608001709	-13.4188995361	17.6543998718	-13.4978914261	-30.4718723297	11.3150730133	1.0	-0.90532207489	-0.186253488064	0.381708741188	-0.0765148177743	0.991575300694	0.104517273605	547.50402832	12.6800003052	0.0	8.90047491164	2.0	2.0	0.0	30.0	0.0	47.0799980164	3.81987013719	1.63769197464	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-17.2415008545	-1.59588003159	15.9271001816	-21.727022171	-15.1192951202	14.7763128281	1.0	-0.258326083422	0.200641021132	0.944992482662	0.462759315968	0.873310863972	-0.152256205678	619.030029297	12.1599998474	0.0	6.76256306966	3.0	3.0	0.0	30.0	0.0	44.0	3.38911618061	1.30657470226	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-17.2415008545	-1.59588003159	15.9271001816	-14.4201421738	-26.1281394958	10.8414344788	1.0	-0.567674398422	-0.208227753639	0.796484172344	0.106139674783	0.99035513401	0.0890563577414	1474.75695801	12.6800003052	0.0	8.95279072606	1.0	3.0	2.0	10.7479000092	0.0	105.059997559	3.58809401124	1.06262397766	1.0	1.0	1
1.0	1.0	-11.8226003647	-38.3106002808	13.6120004654	-16.9608001709	-13.4188995361	17.6543998718	-14.3130989075	-25.4297008514	12.3498001099	1.0	-0.918305635452	-0.205581903458	0.338305860758	-0.122022010386	0.992149055004	0.0274013020098	437.212005615	12.6800003052	0.0	9.67586017477	1.0	1.0	0.0	0.0	0.0	33.2599983215	3.75037013663	1.11497616768	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-10.8001003265	-6.18372011185	11.8418998718	-13.2729825974	-31.5384483337	10.759431839	1.0	-0.880270302296	-0.279551506042	0.383373349905	-0.118845388293	0.981903791428	0.147447302938	729.147338867	18.0400009155	0.0	10.6818741862	1.0	2.0	1.0	9.48474025726	0.0	61.7399978638	3.5621311497	1.80893480778	1.0	1.0	1
1.0	1.0	-10.1738996506	-55.0299987793	7.01255989075	-17.2415008545	-1.59588003159	15.9271001816	-13.7214031219	-25.4323940277	10.5308904648	1.0	-0.538519442081	-0.191335305572	0.820601940155	0.0925120711327	0.994307696819	0.0528561845422	1623.80029297	18.0400009155	0.0	9.536617156	1.0	4.0	5.0	12.1260995865	0.0	124.160003662	3.38116826338	1.37708866596	1.0	1.0	1
1.0	1.0	-7.7810997963	-52.7933998108	13.1105003357	-15.8625001907	-8.66763019562	24.8253993988	-13.2416028976	-25.5860118866	14.891289711	1.0	-0.979246020317	-0.187057375908	0.0780175253749	-0.124892435968	0.990438878536	0.0585890896618	1059.79296875	17.9200000763	0.0	10.5200031825	1.0	1.0	0.0	0.0	3.0	69.3600006104	3.91294989463	1.43555104733	-1.0	0.0	1
1.0	1.0	-11.319899559	-66.3097000122	10.4237003326	-13.2854003906	5.84868001938	29.3859996796	-18.4957828522	-19.303943634	15.276055336	1.0	-0.802901446819	-0.12986022234	0.581795096397	-0.0121261095628	0.972091734409	0.234287425876	4308.90087891	28.8400001526	0.0	11.1658264831	1.0	5.0	6.0	9.6938495636	6.0	241.288818359	4.05834148975	1.32909870148	1.0	1.0	1
1.0	1.0	-7.7810997963	-52.7933998108	13.1105003357	-13.2854003906	5.84868001938	29.3859996796	-14.1480913162	-21.2331161499	16.3417396545	1.0	-0.93230766058	-0.323208391666	0.162292182446	-0.059873316437	0.983386814594	0.171363815665	1260.30004883	17.9200000763	0.0	10.1542450876	2.0	2.0	0.0	30.0	3.0	85.9400024414	3.89505108173	1.81074345112	1.0	1.0	1
1.0	1.0	-11.319899559	-66.3097000122	10.4237003326	-13.2854003906	5.84868001938	29.3859996796	-18.962020874	-19.026676178	11.2024755478	1.0	-0.529201328754	-0.495769888163	0.68859142065	-0.110990948975	0.614481806755	0.781084597111	2017.01025391	28.8400001526	0.0	12.025060172	4.0	7.0	3.0	6.79987001419	1.0	126.528800964	4.15774068593	1.43404364586	1.0	1.0	1
1.0	1.0	-2.17245006561	-50.5582008362	-3.10380005836	-15.8625001907	-8.66763019562	24.8253993988	-12.0487308502	-28.0549850464	13.706246376	1.0	-0.939659237862	-0.305657148361	0.153669178486	-0.107607848942	0.979198694229	0.172018840909	1211.04394531	17.9200000763	0.0	10.0232287991	1.0	2.0	1.0	9.52044963837	3.0	93.6399993896	3.96652463048	1.62530112267	1.0	1.0	1
1.0	1.0	-2.17245006561	-50.5582008362	-3.10380005836	-17.1779994965	-0.838523983955	30.758600235	-16.3803157806	-19.166223526	10.8481998444	1.0	-0.754647612572	-0.519384980202	0.400931715965	-0.318756937981	0.777745783329	0.541761517525	2367.97338867	28.8400001526	0.0	12.8239756617	1.0	4.0	3.0	9.52044963837	3.0	126.348800659	3.93221457388	1.19589006901	1.0	1.0	1
1.0	1.0	-11.319899559	-66.3097000122	10.4237003326	-17.1779994965	-0.838523983955	30.758600235	-19.0495891571	-19.9404506683	20.8027095795	1.0	-0.598705947399	0.241564705968	0.763673782349	0.226398617029	0.953207135201	-0.200349330902	1774.26501465	20.5599994659	0.0	8.62407268177	2.0	3.0	1.0	6.11328983307	0.0	104.699996948	4.16190113042	1.37983548641	1.0	1.0	1
