valid	volumeS1	connectedComponentsS1	connectedComponentsS1Rel	volumeS2	connectedComponentsS2	connectedComponentsS2Rel	corticalSize	distanceMin	direction_x	direction_y	direction_z	distanceToExtremity1	distanceToExtremity2	gravityCenter_x	gravityCenter_y	gravityCenter_z	corticalDotProduct	junctions	junctionDepthMin	junctionsSize	plisDePassage	plisDePassageDepthMax	Potential	Class	cycle
1.0	5521.29199219	3.0	1.0	2178.99804688	2.0	1.0	12.5399999619	0.0	0.0584563724697	0.987322926521	-0.147568017244	26.1637970301	2.00631207578	-74.4593963623	6.04696989059	-35.2936515808	0.916793749247	0.0	0.0	0.0	2.0	16.5599994659	0.425026933791	1.0	1
1.0	1022.34997559	1.0	1.0	69.3351974487	1.0	1.0	5.59999990463	0.0	0.997895956039	-0.0559438429773	-0.0327706970274	2.69388468908	1.98393470289	-66.4305496216	-10.5763998032	-42.1692504883	0.420323910005	1.0	8.69999980927	10.9200000763	0.0	8.69999980927	0.0584896637308	1.0	1
1.0	1473.35095215	1.0	0.0	668.562011719	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.3370440656e-11	0.0	1
1.0	4659.69970703	4.0	2.0	3312.27783203	5.0	2.0	27.3000001907	0.0	0.995595037937	-0.0935955941677	0.00550810061395	25.6853101292	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	1.0	9.26000022888	9.60000038147	2.0	14.5200004578	0.987583941827	1.0	1
1.0	5233.42382812	3.0	1.0	3740.4519043	4.0	2.0	18.5799999237	0.0	0.995594501495	-0.0935955494642	0.00560409529135	16.6171133649	32.6452804224	-48.67029953	-6.9587097168	-52.0375518799	0.483318468158	3.0	7.07999992371	28.8400001526	2.0	23.5599994659	0.951339664309	1.0	1
1.0	4144.15917969	6.0	2.0	2125.25170898	6.0	3.0	51.5	0.0	0.104945488274	0.992565751076	0.0616417899728	20.3482691663	2.10282345675	-54.4311981201	-16.1301498413	-47.1898002625	0.744639513315	3.0	6.53999996185	23.279999733	4.0	21.0599994659	0.978498535372	1.0	1
1.0	2317.84399414	2.0	2.0	3445.47094727	4.0	2.0	46.3000001907	0.0	0.995595037937	-0.0935955941677	0.00550810061395	34.0379827813	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	3.0	9.26000022888	38.4400005341	2.0	23.5599994659	0.953182466704	1.0	1
1.0	3192.00195312	3.0	2.0	3238.87402344	4.0	3.0	72.0599994659	0.0	0.995595037937	-0.0935955941677	0.00550810061395	34.2338740486	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	4.0	6.53999996185	26.1400003433	1.0	9.07999992371	0.97905220559	1.0	1
1.0	3318.92285156	2.0	2.0	3482.08789062	4.0	3.0	70.3800001144	0.0	0.995595037937	-0.0935955941677	0.00550810061395	34.2338740486	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	3.0	7.07999992371	20.4800004959	2.0	9.07999992371	0.977347428637	1.0	1
1.0	2814.0	4.0	3.0	1805.64294434	3.0	2.0	44.0999994278	0.0	0.995595037937	-0.0935955941677	0.00550810061395	26.0460699551	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	2.0	9.26000022888	21.720000267	0.0	21.0599994659	0.908017892679	1.0	1
1.0	3018.34399414	3.0	3.0	3523.70507812	4.0	4.0	92.5799980164	0.0	0.995595037937	-0.0935955941677	0.00550810061395	26.0460699551	2.06083610266	-69.7331008911	5.02674007416	-31.4840011597	0.74005891451	5.0	6.53999996185	44.1000003815	3.0	23.5599994659	0.980117540361	1.0	1
1.0	947.426025391	1.0	0.0	770.255004883	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.3370440656e-11	0.0	1
1.0	6927.21289062	5.0	2.0	4713.83691406	4.0	3.0	75.2000007629	0.0	0.0334228165448	0.984705328941	-0.170992210507	39.9971147674	2.10714322117	-68.7454528809	0.0160830020905	-29.6614990234	0.76689712734	5.0	10.7399997711	59.8599996567	0.0	14.9799995422	0.979052235637	1.0	1
1.0	1542.01098633	2.0	0.0	3627.02099609	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.3370440656e-11	1.0	1
1.0	3158.50317383	3.0	1.0	1328.35803223	2.0	1.0	12.3200001717	3.48503948085	0.03342808038	0.984700739384	-0.171017751098	9.14533792036	10.6046575828	-50.0067977905	-0.277479887009	-60.696849823	0.995081864849	0.0	0.0	0.0	0.0	0.0	0.582191439924	1.0	1
