valid	extremitiesValid	extremity1x	extremity1y	extremity1z	extremity2x	extremity2y	extremity2z	gravityCenter_x	gravityCenter_y	gravityCenter_z	normalValid	normal_x	normal_y	normal_z	direction_x	direction_y	direction_z	volume	geodesicDepthMax	geodesicDepthMin	connectedComponentsAllRels	connectedComponents	pureCortical	distanceBetweenComponentsMax	plisDePassage	hullJunctionsSize	Potential	Class	cycle
1.0	1.0	-63.5424003601	-15.2400999069	-16.2416992188	-56.8489990234	-7.98659992218	-44.7658004761	-56.8956985474	-9.30047988892	-28.8036994934	1.0	0.285517036915	-0.958269059658	0.0141550023109	-0.267410039902	-0.181920036674	0.946254193783	370.986999512	22.5200004578	0.0	1.0	1.0	0.0	0.0	0.0	90.966796875	-1.0	0.0	1
1.0	1.0	-54.4894981384	-19.5828990936	6.08971977234	-41.21849823	-6.26875019073	-57.9925003052	-48.567035675	-7.15648126602	-20.466463089	1.0	0.152233615518	-0.693980634212	0.70371568203	-0.319415032864	0.66950315237	0.670626223087	2404.78881836	37.1399993896	0.0	3.0	3.0	0.0	30.0	2.0	320.361297607	1.0	1.0	1
1.0	1.0	-55.5124015808	-15.0024003983	-0.118377998471	-56.8489990234	-7.98659992218	-44.7658004761	-56.2467041016	-11.0151615143	-23.4291248322	1.0	0.265479952097	-0.963673055172	-0.0292355343699	0.0132527118549	-0.0860046893358	0.996206581593	578.562988281	22.5200004578	0.0	1.0	1.0	0.0	0.0	0.0	159.521499634	0.777049525813	1.0	1
1.0	1.0	-56.7961997986	-20.8906993866	4.54314994812	-41.21849823	-6.26875019073	-57.9925003052	-49.442565918	-8.14129638672	-18.3673343658	1.0	0.471432119608	-0.799245774746	0.372770577669	-0.109832689166	-0.00978107750416	0.993901908398	1742.31225586	37.1399993896	0.0	4.0	5.0	1.0	4.14624977112	1.0	253.125	1.0	1.0	1
1.0	1.0	-71.8731002808	1.48487997055	-11.7587003708	-66.5241012573	-0.604187011719	-29.5904998779	-67.3638000488	2.52964997292	-20.6135997772	1.0	0.534531235695	-0.785539329052	0.311776131392	-0.156126022339	0.158807009459	0.974887192249	72.8723983765	9.03999996185	0.0	1.0	1.0	0.0	0.0	0.0	48.7793006897	0.976650742882	1.0	1
1.0	1.0	-63.5424003601	-15.2400999069	-16.2416992188	-54.8507003784	-14.0968999863	-47.3618011475	-56.385383606	-9.46898651123	-30.6488513947	1.0	0.175842359662	-0.98006683588	0.0924579650164	-0.297410815954	-0.0467470288277	0.953604519367	428.401611328	22.5200004578	0.0	1.0	1.0	0.0	0.0	0.0	130.517593384	0.27943858487	1.0	1
1.0	1.0	-57.9403991699	-7.64954996109	-42.9957008362	-54.8507003784	-14.0968999863	-47.3618011475	-53.0880012512	-10.557800293	-42.5713996887	1.0	-0.63573718071	-0.547330141068	0.544305145741	-0.308766007423	0.855364024639	0.415951997042	57.4146003723	10.6800003052	0.0	1.0	1.0	0.0	0.0	0.0	39.5508003235	0.972800639615	1.0	1
1.0	1.0	-63.5424003601	-15.2400999069	-16.2416992188	-41.21849823	-6.26875019073	-57.9925003052	-54.4379615784	-7.39279317856	-35.218421936	1.0	0.24847510457	-0.956102311611	0.155333936214	-0.425469398499	-0.0811999067664	0.901322543621	569.729797363	22.5200004578	0.0	1.0	2.0	1.0	4.14624977112	1.0	191.162094116	1.0	1.0	1
1.0	1.0	-67.6259002686	-10.6225004196	-10.9210996628	-58.2635002136	-12.3277997971	-39.1259994507	-59.1665992737	-9.22889995575	-27.2154006958	1.0	0.416358202696	-0.887437403202	0.197739094496	-0.290587961674	0.106392994523	0.950914919376	220.244995117	17.1599998474	0.0	1.0	1.0	0.0	0.0	0.0	74.8827972412	-1.0	0.0	1
1.0	1.0	-51.6584014893	-17.2805995941	2.11294007301	-45.9840011597	-12.2753000259	-57.2713012695	-49.2118606567	-10.3701572418	-24.2834892273	1.0	0.312697559595	-0.420649588108	0.851630210876	-0.298572689295	0.612294614315	0.732085824013	2041.37243652	32.4000015259	0.0	2.0	4.0	2.0	5.36472988129	1.0	335.390533447	1.0	1.0	1
